41,32,0.28125,0.5625,0.125,approximate xml query answers neoklis polyzotis punct uc santa cruz punct minos garofalakis punct bell labs punct yannis ioannidis punct u dot of athens comma hellas punct represented by punct gal zach,approximate xml query answers neoklis,-100,296,-100,normal.
21,79,0.0886075949367089,0.126582278481013,0.20253164556962,motivation xml punct de punct facto standard for data exchange over the internet dot conflict between zz zz zz on punct line zz zz zz and query execution cost increased query response times users might wait for un punct interesting results processing the query over a concise synopsis of the xml data dot the approximate result should be punct computed fast similar in its value content to the true result similar in its hierarchical structure to the true result,motivation xml punct de punct,296,-116,-412,normal.
12,26,0.0384615384615385,0.538461538461538,0.153846153846154,outline motivation background punct synopsis model treesketch synopses summarization model zz zz zz structural clustering of elements efficient processing and construction element simulation distance experimental results,outline motivation background punct synopsis,-116,83,199,na.
20,88,0.306818181818182,0.0795454545454545,0.420454545454545,twig query punct example for q1 in punct punct a punct punct punct b punct for q2 in q1 punct punct p return q1 punct punct n comma for q3 in q2 punct punct k return q3 q0 q1 q2 q3 q4 punct punct a punct punct punct b punct punct punct p punct punct k punct punct n a p k n a p k n d twig query query tree nesting tree b the is for the paths that are specified in the return clause dot,twig query punct example for,83,-17,-100,normal.
29,141,0.212765957446809,0.049645390070922,0.347517730496454,synopsis model let g punct punct vg comma eg punct a direct node punct labeled graph dot a graph synopsis s punct g punct punct punct vs comma es punct is a direct node punct labeled graph where punct each node v zz zz zz vs corresponds to a subset of element punct or attribute punct node in vg comma termed the extent of v zz zz zz extent punct v punct comma that have the same label dot an edge punct u comma v punct zz zz zz eg is represented in es as an edge between nodes whose extent contains the two endpoints u and v dot each synopsis node u store a tag tag punct u punct for the common tag of its element and a count field punct u punct for the size of its extent dot,synopsis model let g punct,-17,2,19,normal.
21,29,0.137931034482759,0.206896551724138,0.413793103448276,synopsis model synopsis node zz zz zz set of elements of the same tag synopsis edge zz zz zz document edge punct s punct r a punct 3 punct,synopsis model synopsis node zz,2,-60,-62,normal.
15,88,0.375,0.0909090909090909,0.386363636363636,xml data graph p0 pb3 a1 a2 n4 n8 v8 v4 e14 p6 f13 b5 f10 p7 b9 t12 v10 v11 v12 v13 v14 t11 synopsis model punct example p punct 1 punct a punct 2 punct pb punct 1 punct n punct 2 punct p punct 2 punct t punct 2 punct b punct 2 punct f punct 2 punct e punct 1 punct count punct a punct punct punct extent punct a punct punct punct punct punct a1 comma a2 punct punct punct 2 synopsis graph,xml data graph p0 pb3,-60,52,112,normal.
11,34,0.176470588235294,0.294117647058824,0.176470588235294,example for twig punct xsketch document t1 twig punct xsketch b punct f punct backward forward document t2 note punct the numbers on the edges represent how many edges are of this kind dot,example for twig punct xsketch,52,-43,-95,normal.
38,8,0.125,0.5,0.125,count punct stability and the zz treesketch synopsis,count punct stability and the,-43,-3,40,normal.
43,140,0.207142857142857,0.0285714285714286,0.385714285714286,definitions let r zz zz zz v x v denote an equivalence relation over the nodes of t punct v comma e punct comma and let punct u comma v punct denote a pair of equivalence classes punct i dot e dot element node partition punct induced by r dot the pair punct u comma v punct is k punct stable punct k zz zz zz 0 punct iff each element e zz zz zz u has exactly k child elements in v dot the relation r and the graph synopsis sr punct t punct resulting from the corresponding element partition are said to be count stable iff for every possible pair of element partitions punct u comma v punct there exists some k zz zz zz 0 such that punct u comma v punct is k punct stable dot,definitions let r zz zz,-3,56,59,normal.
15,78,0.358974358974359,0.0897435897435897,0.384615384615385,examples tree t1 sr punct t1 punct the pair punct r comma a punct is 2 punct stable dot the pair punct a comma b punct is not k punct stable for any k zz zz zz 0 dot tree t2 sr punct t2 punct the pair punct r comma a punct is 2 punct stable dot the pair punct a comma b punct is 3 punct stable dot sr punct t2 punct is count punct stable dot,examples tree t1 sr punct,56,-59,-115,normal.
56,68,0.176470588235294,0.0735294117647059,0.308823529411765,lemma given a data tree t punct v comma e punct there exists a unique minimal punct in terms of the number of equivalence classes punct count punct stable equivalence relation r zz zz zz v x v dot furthermore comma there exists a function expand from stable relations to xml trees comma such that expand punct r punct is isomorphic to the original document tree t dot,lemma given a data tree,-59,-117,-58,normal.
4,9,0.444444444444444,0.111111111111111,0.444444444444444,example sr punct t1 punct sr punct t2 punct,example sr punct t1 punct,-117,114,231,normal.
60,84,0.273809523809524,0.0595238095238095,0.297619047619048,treesketch synopsis treesketch synopsis ts for an xml data tree t is a graph punct synopsis for t where punct each node u in ts stores an element count count punct u punct punct punct extent punct u punct punct dot each edge punct u comma v punct in ts stores an punct average punct child count count punct u comma v punct equal to the average number of children in extent punct v punct for each element in extent punct u punct dot,treesketch synopsis treesketch synopsis ts,114,-1,-115,normal.
25,33,0.151515151515152,0.121212121212121,0.303030303030303,treesketch synopsis the interpretation of the stored average is simple punct all elements in the extent of u have count punct u comma v punct child elements in the extent of v dot,treesketch synopsis the interpretation of,-1,-7,-6,normal.
12,3,0,0.666666666666667,0,treesketches and clustering,,-7,3,10,normal.
33,125,0.224,0.04,0.424,treesketches and clustering let u be a synopsis node with outgoing edges u v1 comma zz zz zz comma u vn dot the set of outgoing edges defines a n punct dimnetional space where an element e zz zz zz u is mapped to point punct c1 punct e punct comma zz zz zz comma cn punct e punct punct if it has ci punct e punct children to node vi comma 1 zz zz zz i zz zz zz n dot the recorded average edge counts essentially map all points in this space to point punct count punct u comma v1 punct comma zz zz zz comma count punct u comma vn punct punct comma which actually represents the centroid of the cluster dot,treesketches and clustering let u,3,-3,-6,normal.
18,9,0.111111111111111,0.555555555555556,0,treesketches and clustering punct example synopsis tree original tree,treesketches and clustering punct example,-3,3,6,na.
42,121,0.132231404958678,0.0578512396694215,0.380165289256198,treesketches and clustering we can characterize the quality of a treesketch synopsis by using a metric that quantifies the quality of the induced clustering dot the metric used in the article is the squared error of the clustering which essentially measures the euclidean distance between points and their corresponding centroid dot the squared error of a single cluster u is defined as sq punct u punct punct zz zz e zz zz zz u zz zz 1 zz zz zz i zz zz zz n punct ci punct e punct punct count punct ui comma vi punct punct zz zz sq punct ts punct for a synopsis ts is simply the sum of squared errors for all the induced clusters dot,treesketches and clustering we can,3,-1,-4,normal.
30,60,0.116666666666667,0.1,0.183333333333333,treesketches and clustering note that the squared error for a count punct stable synopsis is zero since all edge punct count centroids are exact comma i dot e dot comma the child count for any element in a given synopsis node extent are identical dot tight clusters zz zz zz accurate synopsis the perfect synopsis corresponds to a perfect clustering,treesketches and clustering note that,-1,-5,-4,normal.
44,6,0.166666666666667,0.666666666666667,0,building the count punct stable summery,building the count punct stable,-5,-4,1,normal.
37,172,0.38953488372093,0.0465116279069767,0.395348837209302,buildstable algorithm input punct xml document t dot output punct count punct stable synopsis s to t dot begin h punct zz zz punct s punct zz zz foreach e zz zz zz t in post punct order do c punct punct punct ui comma ci punct punct ui is a node in s and ci punct punct children punct e punct zz zz zz extent punct ui punct punct punct 0 punct if punct h punct lable punct e punct comma c punct punct zz zz punct than add node u to s with label punct u punct punct label punct e punct h punct lable punct e punct comma c punct punct u for punct ui comma ci punct zz zz zz c do add edge u ui to s endif u punct h punct lable punct e punct comma c punct punct extent punct u punct punct extent punct u punct u punct e punct endfor end punct punct the algorithm time punct o punct punct t punct punct,buildstable algorithm input punct xml,-4,49,53,normal.
