0	 Privacy Preserving OLAP  
1	 Rakesh Agrawal IBM Almaden  
2	 ragrawal@us.ibm.com Ramakrishnan Srikant IBM Almaden  
3	 srikant@us.ibm.com Dilys Thomas   
4	 Stanford University  
5	 dilys@cs.stanford.edu  
6	 ABSTRACT  
7	 We present techniques for privacy-preserving computation of multidimensional aggregates on data partitioned across multiple clients. Data from different clients is perturbed (randomized) in order to preserve privacy before it is integrated at the server. We develop formal notions of privacy obtained from data perturbation and show that our perturbation provides guarantees against privacy breaches.We develop and analyze algorithms for reconstructing counts of subcubes over perturbed data. We also evaluate the tradeoff between privacy guarantees and reconstruction accuracy and show the practicality of our approach.  
8	 1. INTRODUCTION  
9	 On-line analytical processing (OLAP) is a key technology employed in business-intelligence systems. The computation of multidimensional aggregates is the essence of on-line analytical processing. We present techniques for computing multidimensional count aggregates in a privacy-preserving way.  
10	 We consider a setting in which clients C 1 , C 2 , . . . C n are connected to a server S </i>. The server has a table <i>T </i>(<i>A 1 , A 2 , . . . , A m ), where each column A i comes from a numeric domain. Each client C i contributes a row r i (a i 1 , a i 2 , . . . , a i m ) to T . The server runs aggregate queries of the form  
11	 select count(*) from T where P j 1 and P j 2 . . . and P j k .  
12	 Here P j i is a range predicate of the form a l i  A j i  a h i , denoted as A j i [a l i , a h i ]. We use count(P j 1  P j 2 . . .  P j k ) to succinctly represent the above aggregate query.  
13	 We take the randomization approach to preserving privacy. The basic idea is that every client C i perturbs its row r i before sending it to the server S . The randomness used in perturbing the values ensures information-theoretic row-level privacy. Figure 1 gives the  
14	  Supported in part by NSF Grant ITR-0331640  
15	 Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage, and that copies bear this notice and the full citation on the first page. To copy otherwise, to republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. SIGMOD 2005 June 14-16, 2005, Baltimore, Maryland, USA. Copyright 2005 ACM 1-59593-060-4/05/06 $5.00. A1,A2,A3,....An Q1, Q2, Q3,...Qn Translation Module Reconstruction Module Estimated answer  
16	 Queries on        Aggregate query on original table T     on original table T  
17	 Answers on perturbed  table T 1  
18	 Perturbed Table T 1 perturbed table T 1  
19	 Figure 1: Privacy preserving computation of multidimensional count aggregates.  
20	 schematic of our approach. S runs queries on the resultant perturbed table T  . The query meant for the original table T is translated into a set of queries on the perturbed table T  . The answers to these queries are then reconstructed to obtain the result to the original query with bounded error. We show that our techniques are safe against privacy breaches.  
21	 The perturbation algorithm is publicly known; the actual random numbers used in the perturbation, however, are hidden. To allow clients to operate independently, we use local perturbations so that the perturbed value of a data element depends only on its initial value and not on those of the other data elements. Different columns of a row are perturbed independently. We use retention replacement schemes where an element is decided to be retained with probability p or replaced with an element selected from a probability distribution function (p.d.f.) on the domain of elements.  
22	 The proposed techniques can also be used for database tables in which some of the columns are categorical. They are also applicable in the settings in which the database tables are partitioned horizontally or vertically.  
23	 The organization of the rest of the paper is as follows. We start off with a discussion of related work in Section 2. Section 3 formally defines the retention replacement perturbation. Section 4 presents the reconstruction algorithms. Section 5 presents the guarantees against privacy breaches offered by our techniques. In Sec 
24	 tion 6, we discuss how our techniques can be extended to categorical data. We also discuss some additional perturbation techniques and describe how our techniques can be used in data mining by showing how to build a decision tree classifier. Section 7 presents an empirical evaluation of our techniques. We conclude with a summary and directions for future work in Section 8. The proofs of our results have been collected in the Appendix.  
25	 2. RELATED WORK  
26	 The techniques for preserving privacy while answering statistical queries developed in the statistical database literature can be classified into query restriction</i>, <i>input perturbation </i>and <i>output perturbation [1]. Both query restriction and output perturbation are applicable when the entire original unperturbed data is available in a single central repository, which is not true in our setting, where clients randomize their data before providing it to the server. Our scenario fits in the framework of input perturbation, where the goal is to create a version of the database that can be publicly released (e.g. census data), yet the individual rows should not be recoverable. Local perturbation for a single column has been studied in [24]. However most previous work (e.g., [20]) assume that during perturbation the entire database is available at a single site, while we require local perturbations at each client.  
27	 The use of local perturbation techniques to preserve privacy of individual rows while allowing the computation of data mining models at the aggregate level was proposed in [4]. They used an additive perturbation technique, in which a random perturbation is added to the original value of the row, where the perturbation is picked from another probability distribution function (e.g. Gaussian). They showed that it was possible to build accurate decision tree classification models on the perturbed data.  
28	 However, it is difficult to provide guarantees against privacy breaches when using additive perturbation. For instance, if we add a Gaussian random variable with a mean 0 and variance 20 to age, and for a specific row the randomized value happens to be -60, one can estimate with high confidence that the original value of age was (say) less than 20. Additive schemes are also restricted to numeric data. Finally, the algorithms in [4] reconstruct each column independently. Since OLAP requires queries over multiple columns, it is essential to be able to reconstruct them together.  
29	 The problem of privacy-preserving association-rule mining was studied in [9, 10, 21]. The randomization schemes used in these works are similar to the retention replacement schemes we consider. However these studies are restricted to boolean data.  
30	 Formal definitions of privacy breaches were proposed in [9], and an alternate approach to defining privacy guarantees was proposed in [6]. We adapt the definitions from [9] to allow more accurate reconstruction while still providing strong privacy guarantees. As our notion of privacy encompasses multiple correlated columns over vertically partitioned tables, it extends to privacy breaches (called disclosure risk) considering row linkage, studied in statistical disclosure control methods and [11].  
31	 There has been recent work [22, 23] to specify authorization and control inferences for OLAP data cubes. However the model assumes that the data resides at a single server, unlike our problem, where private data is integrated from multiple clients.  
