0	Characterizing Database User’s Access Patterns Qingsong Yao, Aijun An and Xiangji Huang   {qingsong,aan}@cs.yorku.ca,  jhuang@yorku.ca York University  Toronto, Canada 
1	Topics Motivation User Access Patterns Frequently performed queries, time/resource-consuming queries. User Access Event and User Access Graph Mining and Modeling User Access Patterns Log data collection and preprocessing SQL Query classification  Database user identification Database session identification Database session clustering Database session modeling Using User Access Patterns Related Works Conclusion 
2	Motivation The analysis of database workload  plays an important role in optimizing the performance of database systems. Previous workload analysis methods are from the view of the server, such as statistical summaries; buffer hit ratio. It has been brought into attention that analysis of task-oriented user sessions provides useful insight into query behaviour of  database users. A database user session is a sequence of queries issued by a user (or an application) to achieve a certain task. It consists of one or more database transactions, which are in turn a sequence of operations performed as a logical unit.  The SQL queries submitted by a client or a user have specific meaning and have certain format. The queries within a user session follow certain business logics or rules and have certain order.  Our research tries to solve the question of How to model database user behavior? How to find database user behavior efficiently? How to use database user behavior? 
3	User Access Patterns We use user access patterns to describe the behaviours of a client application or a group of users.  The user access patterns of a client application or a user group contains: A collection of frequently performed queries. A collection of time/resource-consuming queries. A collection of frequent user access event associated with the parameter distributions that represent the query format A collection of frequent user access graphs that represent the query execution order.	 
4	User Access Event and User Access Graph A user access event represents a set of similar queries. It contains a SQL template and a set of parameters SQL template: each value of a query is replaced by char  ‘%’. Parameters: the corresponding values in the query, and can be constants or variables. For example, event (“select * from customer where id=‘%’, cid) represent a set of queries retrieving a given customer’s info. A user access graph is a directed dependency graph, that represents the query execution order within a user session or the session execution order of a user The graph has one start node and one or more end nodes A node has a support value that is the frequency within  session. An edge is represented by  (i, j, k), where k is the probability of  j following i, which is called the confidence value.  A basic user access graph, whose nodes are events represent the query execution order. A high-level user access graph, whose nodes are graphs describes the orders among sessions of the same user. 
5	 Q33 can not be anticipated since the value ‘t202’ is unknown before it is requested, but Q34 does. Thus, Q33 contains a action that assigning variable g_tid as ‘t202’ An instance of treatment history retrieving session (P3) q30: select count(tid) from treatment where cid = ’c101’ q31: select tid from treatment where cid = ’c101’ q32: select tid from treatment where cid = ’c101’  	and status =‘1’ q33: select * from treatment_details where tid = ’t202’ q34: select card name from treatment_payment	 	    where tid =’t202’ An Example of User Access Graphs 
6	Mining User Access Patterns Database workload characterizing is based on database traces.  Traces are a collection of measures, such as pages read/written, locks, SQL statements, produced by all transactions being processed by the DBMS within a time interval.  The mining algorithm contains following steps: Trace data collection and preprocessing SQL query classification  Database user identification Database session identification Database session clustering Database session modeling 
7	Mining User Access Patterns (1) Trace data collection and preprocessing Trace data can be collected either at the client/mediator, or at the server. Client-side tools can monitor client requests and server responses. Server-side tools can monitor different kinds of event occurred in the server. Noise data and irrelevant data are removed, and log entries are transformed to meaningful format.  Frequent queries and time/resource-consuming queries are obtained. Query classification Each SQL query is transformed into an SQL template and a set of parameters. A user access event is assigned for each SQL template.   The parameter value distributions of a user access event are obtained.  A sequence of events obtained by replacing the query with the corresponding event. 
8	An Example 
9	Mining User Access Patterns (2) - Database User Identification The concept of "user" is not the database user that directly connects to the database server, but the user of database-based application  In a client/server application, requests submitted by the same application from the same address and use the same database connection are belonging to the same user. It is non-trivial task to identify users from the traces when database users  don’t connect to the database server directly, and may share database connections. Queries within a user session usually has the same database connection, thus identifying sessions can help to find users. Other kinds of log, such as web access log can help to find database users. 
10	Mining User Access Patterns (3) - User Session Identification The task of session identification is to separate database sessions from a sequence of requests/events. The most commonly used session identification method is called timeout.  Assuming that the think-time between user sessions is longer than that between the events of a session.   This session identification method suffers from the problem that it is difficult to set the time threshold.  Statistical language modeling (n-gram model) based session identification method is proposed.  Using an information theoretic approach to identify session boundaries dynamically by measuring the change of information in the sequence of requests.  Has been demonstrated to be more effective than timeout and two other methods in discovering association rules in a Web mining.  The successful use of this method depends on how to select values for some parameters.  
11	N-gram models Given a sequence of words, what is the next possible word? Markov assumption:  the probability of a words depends only on the probability of a limited history. n-gram Model: the probability of a word depends on the previous n-1 words, n is called the order of the model Given a string W with N words, the possibility that it  is spoken is  Data sparsity problem: training data is not big enough to get that much information, unseen sequence get 0 probability. Solution: smoothing and discounting 
12	 Assumption: given a sequence W(W1,…,WN), If W crosses session boundary, P(W) is low, otherwise, P(W) is high.   Problem: probability is not a good measurement. Is a probability value 0.05 small or large?   Use entropy value instead. The empirical entropy of the model on a sentence W with size N is: -1/N * log2P(W)   Entropy is average number of bits per word required to encode test data using this probability model, and an optimal coder.   Entropy is usually between 0 and 10. A small probability means a large entropy value, and the sequence may contain boundaries.  Theory:  suppose a set of queries for a task that are frequently issued one after another. In this case, the entropy of the sequence is low.  However, when a new query is observed in the sequence that is not relevant to the original task (but in fact indicates a shift to a new task), it causes an increase in the entropy of the sequence.  Such an entropy increase serves as a signal for session boundary detection. Session Identification with N-gram Model 
13	  Use a slide window of size n to process event sequence W: W1,…,Wi…….,  For each Wi , assign an entropy value  	Value (Wi) = Entropy(Wi-n+1,….Wi-1, Wi) Session Identification with N-gram Model(2) Entropy value suddenly increases at a session boundary. 
14	The probabilities come from training data. Three kinds of training data/ session identification method exist: Supervised learning: training data consists of a set of sessions have been identified. The frequencies of inter-sesession sequence are set to 0. Unsupervised learning: training data is un-separated request sequence. Contains both inter-session and intra session frequencies. More sensitive to the model parameters, such as entropy threshold and n-gram order. Semi-supervised learning: training data contains part of the boundary points and are thus partially separated  by the boundary points.  For supervised learning,  cross-entropy is used to choose parameters for the data set.  For unsupervise and semi-supervised learning, a development data set is used to choose the parameters, and applying to the data set. Training Data and Probability Estimate 
15	Entropy Evolution Curves 
16	 F-measure : assume the corrected sessions for test data is known and compare the estimated sessions with the corrected sessions. F-measure  is defined as    2 * Precision * Recall / (Precision +Recall)   Recall is the hit-rate (hit sessions/total_sessions)  and    Precision is the ratio of correct hits to proposed(hit sessions /estimated_sessions).     Higher F-measures means better overall performance.  Cross-entropy:  use the n-gram model to compress the estimated session set, if the sessions are accurate, the entropy value is small. The entropy value is called cross-entropy for the test data.  Can only be used for supervised-learning method. Performance Measurement metric 
17	Relationship Between F-Measure and Cross Entropy F-measure and Cross-entropy has invert relationship 
