0	Reference Reconciliation in Complex Information Spaces Erinç Gökdeniz 2004721375 
1	Reference Reconciliation Introduction Overview Reconciliation Algorithm Dependency Graph Exploiting the Dependency Graph Enriching the References Enforcing constraints Computing Similarity Scores Experimantal Results Related Work & Conclusions 
2	Introduction Reference Reconciliation is the problem of different references in a dataset corresponding to the same real-world entity Because of mis-spellings,use of abbreviations, different naming conventions, naming variations over time. Mainly a matter for data integration concept 
3	Introduction Most of the previous work considers,  techniques for reconciling references to a single class.  the data contains many attributes. In practice,  Complex Information spaces where instances of multiple classes Rich relationships between the instances Classes may have only few attributes References typically have unknown att. values 
4	Proposed Reconciliation Algorithm Main motivation is Personal Information Management Supporting higher level browsing of information on one’s desktop.(PIM) Examines data from sources on the desktop(e.g. Mails,files, spreadsheets) Rec. Algo. addresses several shortcomings of existing reference reconciliation algorithms that preclude their use in applications such as PIM 
5	Personal Information Management Extract instances of multiple classes: Person, Message, Article, Conference Extract associations : senderOf, authorOf, publishedIn.. Also, (aside from PIM) Publications Online product catalogs  involves complex relationships between multiple entities 
6	Proposed Reconciliation Algorithm Exploit the associations between references to design new methods for reference comparison Propogate information between reconciliation decisions to accumulate pos. and neg. evidences Enrich references by merging attribute values. 
7	Reconciliation Algorithm The key ideas of the algorithm : Extensive use of context information to provide evidence for reconciliation decisions Example : for given 2 references algorithm also considers their co-authors and emails to decide whether to reconcile them 
8	Reconciliation Algorithm Propagation of information between reconciliation decisions for different pairs of references Example : when we decide to reconcile two papers , we obtain additional evidence for reconciling the person references to their authors 
9	Reconciliation Algorithm Addressing the lack of information in each reference by reference enrichment Example : when we reconcile two person references, we gather different representations of the person’s name , different mail addresses and can enlarge the co-author list. This enrichment can lead us to another reconciliations. 
10	Problem Definition A domain is modelled with a schema Schema includes classes with attributes Attributes : Atomic : Simple type like String, int  Associations : whose values are links to other instances. 
11	Schema 
12	References 
13	Reconciliation Results 
14	
15	Measures of Quality Recall  Measures the percentage of correctly reconciled pairs of references over all pairs of references that refer to the same entity. Precision Measures the percentage of correctly reconciled pairs over all reconciled pairs of references 
16	Reconciliation Algorithm Details First, costruct the dependency graph that captures the relationships between different reconciliation decisions Iteratively re-compute scores that are assigned to reconciliation decision nodes in the graph until a fixed point is reached. Finally, compute the transitive closure for the final reconciliation results 
