0	Privacy Preserving OLAP Rakesh Agrawal, IBM Almaden   Ramakrishnan Srikant, IBM Almaden Dilys Thomas, Stanford University 
1	Horizontally Partitioned Personal Information Table T for analysis         at server Client C1 Original Row r1 Perturbed p1  Client C2 Original Row r2 Perturbed p2 Client Cn Original Row rn Perturbed pn   EXAMPLE: What number of children in this county go to college? 
2	Vertically Partitioned Enterprise Information Original Relation D1 Perturbed Relation D’1 Original Relation D2 Perturbed Relation D’2 Perturbed Joined Relation D’ EXAMPLE: What fraction of United customers to New York fly Virgin Atlantic to travel to London? 
3	Talk Outline Motivation Problem Definition Query Reconstruction Privacy Guarantees Experiments 
4	Privacy Preserving OLAP Compute  select count(*) from T  where P1 and P2 and P3 and ….  Pk i.e. COUNTT( P1 and P2 and P3 and ….  Pk ) We need to       provide error bounds to analyst.      provide privacy guarantees to data sources.      scale to larger # of attributes. 
5	Uniform Retention ReplacementPerturbation 5 4 3 1 3 HEADS: RETAIN TAILS: REPLACE U.A.R FROM [1-5] BIAS=0.2 
6	Retention Replacement Perturbation Done for each column The replacing pdf need not be uniform Different columns can have different biases    for retention 
7	Talk Outline Motivation Problem Definition Query Reconstruction Inversion method       Single attribute       Multiple attributes Iterative method Privacy Guarantees Experiments 
8	Single Attribute Example   What is the fraction of people in this building  with age 30-50? Assume age between 0-100 Whenever a person enters the building flips a coin of bias p=0.2 for heads say. Heads -- report true age Tails   -- random number uniform in 0-100 reported Totally 100 randomized numbers collected. Of these 22 are  30-50. How many among the original are  30-50? 
9	Analysis 80 Perturbed 20 Retained Out of 100 :     80 perturbed (0.8 fraction), 20 retained (0.2 fraction) 
10	Analysis Contd. 64 Perturbed , NOT Age[30-50] 16 Perturbed, Age[30-50] 20 Retained 20% of the 80 randomized rows, i.e. 16 of them satisfy Age[30-50]. The remaining 64 don’t. 
11	Analysis Contd.   Since there were 22 randomized rows in [30-50]. 22-16=6 of them come from the  20 retained rows. 16 Perturbed, Age[30-50] 64 Perturbed, NOT Age[30-50] 6 Retained, Age[30-50] 14 Retained , NOT Age[30-50] 
12	Scaling up ? 30 Thus 30 people had age 30-50 in expectation. 
13	Multiple Attributes (k=2) 
14	Architecture 
15	Formally : Select count(*) from R where P p    = retention probability (0.2 in example) 1-p = probability that an element is replaced           by  replacing p.d.f. b    = probability that an element from the        replacing p.d.f. satisfies predicate P        (                              in example) a    = 1-b    
16	Transition matrix = i.e. Solve xA=y   A00      =  probability that original element satisfies                : P and after perturbation satisfies : P p         =  probability it was retained (1-p)a =  probability it was perturbed and satisfies : P A00        =  (1-p)a+p 
17	Multiple Attributes   For k attributes, x, y are vectors of size 2k x=y A-1 Where A=A1 ­ A2 ­ .. ­ Ak [Tensor Product] 
18	Error Bounds In our example, we want to say when estimated answer  is 30, the actual answer lies in [28-32] with probability greater than 0.9 Given T !a T’ ,  with n rows  f(T) is (n,e,d) reconstructible by  g(T’) if                              |f(T) – g(T’)| < max (e, e f(T)) with probability greater than (1- d).  f(T) =2,  =0.1 in above  example 
